permit_id,issue_date,address,latitude,longitude,units,work_description,valuation
21-071705-000-00-RS,2022-01-03,7731 SE 72ND AVE,45.4674704,-122.5902554,1,New Construction | Single Family Dwelling,211984.0
21-078743-000-00-MI,2022-01-03,8933 NE THOMPSON ST - Unit B,45.5388596,-122.5706738,1,New Construction | Accessory Dwelling Unit | ADU,35000.0
19-221899-000-00-RS,2022-01-03,13435 NE DAVIS CT,45.5248612,-122.5242122,1,New Construction | Single Family Dwelling,440999.0
21-036116-000-00-CO,2022-01-03,1420 NE KILLINGSWORTH ST,45.5625219,-122.6509768,29,New Construction | Apartments/Condos,5690355.0
21-036216-000-00-CO,2022-01-03,5778 NE 72ND AVE,45.5644837,-122.5884589,6,New Construction | Apartments/Condos,1696874.0
21-037908-000-00-CO,2022-01-03,5754 NE 72ND AVE,45.5644837,-122.5884589,6,New Construction | Apartments/Condos,1738094.0
19-267500-000-00-RS,2022-01-03,4845 SE 63RD AVE - Unit A,45.4876018,-122.5983019,1,New Construction | Single Family Dwelling,191405.0
19-267462-000-00-RS,2022-01-03,4851 SE 63RD AVE - Unit A,45.4875196,-122.5982988,1,New Construction | Single Family Dwelling,191405.0
21-015591-000-00-RS,2022-01-05,9745 N HODGE AVE,45.5932739,-122.7203531,1,New Construction | Single Family Dwelling,204470.0
21-015564-000-00-RS,2022-01-05,9751 N HODGE AVE,45.593359,-122.7203525,1,New Construction | Single Family Dwelling,214222.0
21-067767-000-00-RS,2022-01-05,3065 SW CAROLINA ST,45.4784862,-122.7085237,1,New Construction | Single Family Dwelling,484951.0
21-061365-000-00-RS,2022-01-05,6324 SE 87TH AVE,45.4771343,-122.5732643,1,New Construction | Single Family Dwelling,177332.0
21-025614-000-00-RS,2022-01-05,3222 NE 50TH AVE,45.5465174,-122.6113701,1,New Construction | Single Family Dwelling | ADU,521554.0
21-040351-000-00-RS,2022-01-06,15467 SE HAWTHORNE MEADOWS ST,45.468376,-122.5044045,1,New Construction | Single Family Dwelling,422028.0
20-197600-000-00-CO,2022-01-06,1010 SE ASH ST,45.5211355,-122.6551541,104,New Construction | Apartments/Condos,18500000.0
21-045689-000-00-CO,2022-01-06,322 SW 11TH AVE,45.5224774,-122.6818943,66,Alteration | Apartments/Condos,10896989.0
20-162057-000-00-RS,2022-01-06,3922 SE BOISE ST - Unit B,45.4921616,-122.6220514,1,Alteration | Accessory Dwelling Unit | ADU,20410.0
21-106091-000-00-RS,2022-01-06,7105 SE 21ST AVE - UNIT B,45.4733053,-122.6440082,1,Alteration | Accessory Dwelling Unit | ADU,17063.0
20-153029-000-00-RS,2022-01-10,4135 SE GRANT ST,45.5077069,-122.619534,1,New Construction | Single Family Dwelling,135379.0
21-074519-000-00-RS,2022-01-10,5535 N OMAHA AVE - UNIT A,45.5632945,-122.6907134,1,Addition | Single Family Dwelling | ADU,123493.0
21-055217-000-00-RS,2022-01-10,9705 SW 54TH AVE,45.4552008,-122.7327334,1,New Construction | Single Family Dwelling,426326.0
21-055437-000-00-RS,2022-01-10,9711 SW 54TH AVE,45.4552008,-122.7327334,1,New Construction | Single Family Dwelling,409408.0
21-061348-000-00-RS,2022-01-10,6320 SE 87TH AVE,45.4771343,-122.5732643,1,New Construction | Single Family Dwelling,177332.0
21-061368-000-00-RS,2022-01-10,6310 SE 87TH AVE,45.4771343,-122.5732643,1,New Construction | Single Family Dwelling,177332.0
21-085423-000-00-RS,2022-01-11,3872 NE 150TH AVE,45.5515101,-122.5072509,1,New Construction | Single Family Dwelling,271085.0
19-157474-000-00-RS,2022-01-11,9766 SW 34TH PL,45.454308,-122.711249,1,New Construction | Townhouse,177372.0
21-053305-000-00-RS,2022-01-12,7375 SE 156TH AVE,45.4688684,-122.5025971,1,New Construction | Single Family Dwelling,410829.0
21-007683-000-00-RS,2022-01-13,5890 SW SALMON ST,45.5143925,-122.7376287,1,New Construction | Single Family Dwelling,379459.0
21-055903-000-00-RS,2022-01-14,10818 S SOUTHRIDGE DR,45.4470911,-122.6745342,1,New Construction | Single Family Dwelling,523655.0
21-049208-000-00-CO,2022-01-14,1000 SW VISTA AVE,45.5209449,-122.6975216,19,Alteration | Apartments/Condos,650000.0
21-063212-000-00-RS,2022-01-18,8001 N WOOLSEY AVE - Unit B,45.5815199,-122.7138173,1,New Construction | Accessory Dwelling Unit | ADU,99243.0
21-083036-000-00-RS,2022-01-18,3820 NE 150TH AVE,45.5508518,-122.5072433,1,New Construction | Single Family Dwelling,217032.0
21-089559-000-00-RS,2022-01-18,3095 SW ARNOLD ST,45.4453735,-122.7080132,1,New Construction | Single Family Dwelling,460082.0
20-223145-000-00-RS,2022-01-18,1144 SE 53RD AVE - Unit B,45.5147721,-122.6080279,1,New Construction | Accessory Dwelling Unit | ADU,73109.0
21-061376-000-00-RS,2022-01-18,6314 SE 87TH AVE,45.4771343,-122.5732643,1,New Construction | Single Family Dwelling,177332.0
21-070384-000-00-RS,2022-01-18,7300 SE 69TH AVE - Unit B,45.4704237,-122.5919979,1,New Construction | Single Family Dwelling,293245.0
20-169071-000-00-RS,2022-01-18,4809 N KERBY AVE - Unit B,45.5578207,-122.6732318,1,New Construction | Accessory Dwelling Unit | ADU,108977.0
19-234189-000-00-RS,2022-01-19,5965 SE WOODSTOCK BLVD,45.4794386,-122.6025518,1,New Construction | Townhouse,231425.0
20-183934-000-00-RS,2022-01-19,7572 N EMERALD AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
20-183932-000-00-RS,2022-01-19,7570 N EMERALD AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
20-183922-000-00-RS,2022-01-19,7568 N EMERALD AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
20-183919-000-00-RS,2022-01-19,7566 N EMERALD AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
20-183914-000-00-RS,2022-01-19,7564 N EMERALD AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,100295.0
20-183906-000-00-RS,2022-01-19,7562 N EMERALD AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102377.0
21-099004-000-00-RS,2022-01-19,5204 N HARVARD ST - UNIT B,45.5756857,-122.7261031,1,Alteration | Single Family Dwelling | ADU,50000.0
21-062281-000-00-RS,2022-01-19,5944 NE FAILING ST - Unit B,45.5508184,-122.6016858,1,New Construction | Accessory Dwelling Unit | ADU,71732.0
21-099286-000-00-RS,2022-01-19,5432 SE LAFAYETTE ST - UNIT C,45.4966232,-122.6063751,1,Alteration | Accessory Dwelling Unit | ADU,20000.0
21-033037-000-00-RS,2022-01-20,11618 S NORTHGATE AVE,45.441838,-122.670272,1,New Construction | Single Family Dwelling,640735.0
20-164817-000-00-RS,2022-01-20,4815 N KERBY AVE - Unit B,45.5578207,-122.6732318,1,New Construction | Accessory Dwelling Unit | ADU,108977.0
21-057490-000-00-RS,2022-01-20,15551 SE YAMHILL ST,45.516243,-122.5032804,1,New Construction | Single Family Dwelling,205180.0
20-194259-000-00-CO,2022-01-20,1311 SW GIBBS ST,45.4994132,-122.6938912,27,New Construction | Apartments/Condos,5071024.0
20-203692-000-00-CO,2022-01-20,2030 NW RALEIGH ST,45.5337736,-122.6932516,192,New Construction | Apartments/Condos,44000000.0
21-003388-000-00-RS,2022-01-21,4986 NE 34TH AVE,45.5592398,-122.6293521,1,New Construction | Single Family Dwelling,207627.0
21-003009-000-00-RS,2022-01-21,4992 NE 34TH AVE,45.5592398,-122.6293521,1,New Construction | Single Family Dwelling,207627.0
21-003313-000-00-RS,2022-01-21,4980 NE 34TH AVE,45.5592398,-122.6293521,1,New Construction | Single Family Dwelling,207627.0
21-049087-000-00-RS,2022-01-21,9046 SE CLINTON ST - Unit B,45.502225,-122.569588,1,Addition | Single Family Dwelling | ADU,135807.0
21-057500-000-00-RS,2022-01-21,15551 SE YAMHILL ST - Unit B,45.516243,-122.5032804,1,New Construction | Accessory Dwelling Unit | ADU,113789.0
21-053261-000-00-RS,2022-01-21,15551 SE FLAVEL ST,45.4688385,-122.5029002,1,New Construction | Single Family Dwelling,391698.0
21-099859-000-00-RS,2022-01-24,5275 NE 15TH AVE - UNIT B,45.5614399,-122.6500062,1,Alteration | Single Family Dwelling | ADU,97502.0
19-234180-000-00-RS,2022-01-24,5959 SE WOODSTOCK BLVD,45.4794386,-122.6025518,1,New Construction | Townhouse,230938.0
20-223499-000-00-RS,2022-01-24,6970 N SYRACUSE ST,45.5842676,-122.7408153,2,New Construction | Single Family Dwelling | ADU,365053.0
21-024735-000-00-RS,2022-01-25,207 NE 109TH AVE - Unit B,45.523982,-122.5510492,1,New Construction | Accessory Dwelling Unit | ADU,50576.0
20-199682-000-00-CO,2022-01-25,1925 NW 24TH PL,45.5364536,-122.7021784,19,New Construction | Apartments/Condos,2792723.0
20-208607-000-00-CO,2022-01-25,1940 NW 25TH AVE,45.5364241,-122.7025754,19,New Construction | Apartments/Condos,2791181.0
21-015614-000-00-RS,2022-01-25,9738 N HODGE AVE,45.5931351,-122.7197302,1,New Construction | Single Family Dwelling,205267.0
21-055655-000-00-RS,2022-01-25,5120 SE 59TH AVE,45.4856156,-122.6023435,1,New Construction | Single Family Dwelling,285538.0
21-023586-000-00-RS,2022-01-25,2470 SW SHERWOOD DR,45.5026175,-122.700648,1,New Construction | Single Family Dwelling,457759.0
21-060013-000-00-RS,2022-01-25,555 SE 88TH AVE,45.5186568,-122.5732115,1,New Construction | Single Family Dwelling,207400.0
21-040843-000-00-RS,2022-01-25,7171 E BURNSIDE ST,45.5232927,-122.5893129,1,New Construction | Single Family Dwelling,254335.0
21-061940-000-00-RS,2022-01-26,3140 SE FRANCIS ST,45.4945676,-122.6330215,2,New Construction | Duplex,555036.0
21-038798-000-00-CO,2022-01-26,5881 N MONTANA AVE,45.5653653,-122.680497,18,New Construction | Apartments/Condos,1600000.0
20-223504-000-00-RS,2022-01-26,6962 N SYRACUSE ST - Unit B,45.5842218,-122.7406299,2,New Construction | Single Family Dwelling | ADU,367565.0
20-211518-000-00-RS,2022-01-26,6390 SE 63RD AVE,45.4766352,-122.5980178,1,New Construction | Single Family Dwelling,237387.0
21-070456-000-00-RS,2022-01-27,5252 SE BYBEE BLVD - UNIT A,45.4724963,-122.6088813,1,New Construction | Single Family Dwelling,331722.0
21-070463-000-00-RS,2022-01-27,5252 SE BYBEE BLVD - UNIT B,45.472483,-122.6087092,1,New Construction | Accessory Dwelling Unit | ADU,123294.0
21-007867-000-00-CO,2022-01-27,3755 N WILLIAMS AVE,45.550098,-122.6670903,17,New Construction | Apartments/Condos,1300000.0
21-008589-000-00-CO,2022-01-27,3763 N WILLIAMS AVE,45.550098,-122.6670903,13,New Construction | Apartments/Condos,1200000.0
20-162668-000-00-RS,2022-01-27,5334 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,102408.0
20-162679-000-00-RS,2022-01-27,5332 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,114242.0
20-162682-000-00-RS,2022-01-27,5330 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,114242.0
20-162686-000-00-RS,2022-01-27,5328 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,114242.0
20-162687-000-00-RS,2022-01-27,5326 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,114242.0
20-162690-000-00-RS,2022-01-27,5322 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,114242.0
20-162692-000-00-RS,2022-01-27,5320 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,114242.0
21-070396-000-00-RS,2022-01-28,7300 SE 69TH AVE - Unit B,45.4704237,-122.5919979,1,New Construction | Accessory Dwelling Unit | ADU,103200.0
20-227955-000-00-RS,2022-01-28,6965 N MONTANA AVE,45.5735427,-122.6801355,1,New Construction | Townhouse,135931.0
20-227958-000-00-RS,2022-01-28,6961 N MONTANA AVE,45.5735427,-122.6801355,1,New Construction | Townhouse,135931.0
20-227959-000-00-RS,2022-01-28,6959 N MONTANA AVE,45.5735427,-122.6801355,1,New Construction | Townhouse,140829.0
20-227960-000-00-RS,2022-01-28,6955 N MONTANA AVE,45.5735427,-122.6801355,1,New Construction | Townhouse,140829.0
20-227956-000-00-RS,2022-01-28,6963 N MONTANA AVE,45.5735427,-122.6801355,1,New Construction | Townhouse,135931.0
20-227962-000-00-RS,2022-01-28,6953 N MONTANA AVE,45.5735427,-122.6801355,1,New Construction | Townhouse,140829.0
21-104149-000-00-RS,2022-01-31,13520 NE SHAVER ST - UNIT B,45.5525426,-122.5234735,1,Alteration | Single Family Dwelling | ADU,30000.0
21-027679-000-00-RS,2022-01-31,9051 N MOHAWK AVE,45.5923753,-122.7471384,1,New Construction | Single Family Dwelling,239685.0
21-067769-000-00-RS,2022-02-01,5706 SW 48TH AVE,45.4829577,-122.7266083,1,New Construction | Single Family Dwelling,379551.0
21-057028-000-00-RS,2022-02-01,5830 SW SALMON ST,45.5144441,-122.737377,1,New Construction | Single Family Dwelling,602696.0
21-108269-000-00-RS,2022-02-01,1515 SE MILLER ST - Unit B,45.4666847,-122.6506133,1,Alteration | Accessory Dwelling Unit | ADU,40000.0
21-066075-000-00-RS,2022-02-01,4439 NE 36TH AVE,45.5549605,-122.6269382,1,New Construction | Single Family Dwelling,237325.0
21-019768-000-00-RS,2022-02-01,2911 N WILLIS BLVD,45.5839751,-122.6968067,1,New Construction | Single Family Dwelling,228976.0
21-070532-000-00-RS,2022-02-01,2914 SE 73RD AVE,45.5009437,-122.5882334,1,New Construction | Single Family Dwelling,321513.0
21-095838-000-00-RS,2022-02-01,6132 SE RAMONA ST - UNIT B,45.4806995,-122.6002155,1,New Construction | Accessory Dwelling Unit | ADU,76335.0
21-044869-000-00-RS,2022-02-02,12071 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044808-000-00-RS,2022-02-02,12095 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,106295.0
21-044821-000-00-RS,2022-02-02,11993 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044824-000-00-RS,2022-02-02,12091 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044868-000-00-RS,2022-02-02,12073 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044838-000-00-RS,2022-02-02,12081 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,106295.0
21-044840-000-00-RS,2022-02-02,12083 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044841-000-00-RS,2022-02-02,12085 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044866-000-00-RS,2022-02-02,12075 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,106295.0
21-087648-000-00-RS,2022-02-02,1635 SE 56TH AVE - Unit B,45.5106929,-122.6059058,1,New Construction | Single Family Dwelling | ADU,60068.0
21-059947-000-00-RS,2022-02-02,5724 N AMHERST ST,45.5792104,-122.7308205,1,New Construction | Single Family Dwelling,222457.0
20-214661-000-00-RS,2022-02-03,6842 N MEARS ST,45.5943373,-122.733315,1,New Construction | Townhouse,198421.0
20-214695-000-00-RS,2022-02-03,6842 N MEARS ST - Unit B,45.5943373,-122.733315,1,New Construction | Accessory Dwelling Unit | ADU,74456.0
20-214699-000-00-RS,2022-02-03,6838 N MEARS ST - Unit B,45.5943364,-122.7332172,1,New Construction | Accessory Dwelling Unit | ADU,74456.0
20-214664-000-00-RS,2022-02-03,6838 N MEARS ST,45.5943364,-122.7332172,1,New Construction | Townhouse,198421.0
18-223552-000-00-RS,2022-02-04,4386 N GANTENBEIN AVE,45.5550008,-122.6686951,1,New Construction | Townhouse,256444.0
18-223560-000-00-RS,2022-02-04,4384 N GANTENBEIN AVE,45.5550008,-122.6686951,1,New Construction | Townhouse,256444.0
18-223562-000-00-RS,2022-02-04,4388 N GANTENBEIN AVE,45.5550008,-122.6686951,1,New Construction | Townhouse,256444.0
21-090262-000-00-RS,2022-02-04,5111 NE 26TH AVE - UNIT B,45.5598498,-122.6392055,1,New Construction | Accessory Dwelling Unit | ADU,115581.0
21-072296-000-00-RS,2022-02-04,1767 NE LIBERTY ST,45.5707048,-122.6469392,1,New Construction | Single Family Dwelling,296763.0
21-027684-000-00-RS,2022-02-04,3418 SE JOHNSON CREEK BLVD - Unit B,45.4619381,-122.6275004,1,Alteration | Single Family Dwelling | ADU,50000.0
21-035170-000-00-RS,2022-02-07,5640 NE WYGANT ST,45.557562,-122.6051419,1,New Construction | Single Family Dwelling,344610.0
21-049476-000-00-RS,2022-02-07,1529 SE 86TH AVE,45.5118235,-122.5754399,1,New Construction | Single Family Dwelling,269655.0
21-091711-000-00-RS,2022-02-07,1480 S BUDDINGTON ST,45.4425366,-122.6639378,1,New Construction | Single Family Dwelling,938562.0
20-183936-000-00-RS,2022-02-07,7561 N DRUMMOND AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102377.0
20-183940-000-00-RS,2022-02-07,7563 N DRUMMOND AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,100295.0
20-183942-000-00-RS,2022-02-07,7565 N DRUMMOND AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
20-183944-000-00-RS,2022-02-07,7567 N DRUMMOND AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
20-183946-000-00-RS,2022-02-07,7569 N DRUMMOND AVE,45.5779275,-122.6994206,1,New Construction | Townhouse,102132.0
21-053650-000-00-RS,2022-02-07,7370 SE 156TH AVE,45.4690708,-122.5020037,1,New Construction | Single Family Dwelling,317087.0
21-082163-000-00-RS,2022-02-08,3816 NE 150TH AVE,45.5506136,-122.5072153,1,New Construction | Single Family Dwelling,211186.0
21-065911-000-00-RS,2022-02-08,4445 SE UMATILLA ST,45.4638527,-122.6165457,1,New Construction | Single Family Dwelling,240964.0
19-217418-000-00-CO,2022-02-08,25 N FARGO ST,45.5462929,-122.6670738,100,New Construction | Apartments/Condos,9100000.0
21-055627-000-00-CO,2022-02-08,1755 NW KEARNEY ST,45.5295175,-122.6889728,4,Alteration | Apartments/Condos,732000.0
20-162663-000-00-RS,2022-02-08,5336 SE MILWAUKIE AVE,45.4843277,-122.6492373,1,New Construction | Townhouse,104379.0
21-091328-000-00-RS,2022-02-09,3535 SW CANBY ST,45.4691741,-122.7136445,1,Addition | Single Family Dwelling,80000.0
21-093469-000-00-RS,2022-02-09,4045 SE TIBBETTS ST - Unit B,45.5007315,-122.6204832,1,Alteration | Single Family Dwelling | ADU,35000.0
21-112029-000-00-RS,2022-02-09,3058 SE WOODSTOCK BLVD,45.4788637,-122.6316442,1,Addition | Single Family Dwelling,61635.0
21-080183-000-00-RS,2022-02-09,4413 N VANCOUVER AVE,45.5551368,-122.6683215,1,New Construction | Townhouse,163360.0
21-080182-000-00-RS,2022-02-09,4411 N VANCOUVER AVE,45.5551368,-122.6683215,1,New Construction | Townhouse,163360.0
21-080176-000-00-RS,2022-02-09,4409 N VANCOUVER AVE,45.5551368,-122.6683215,1,New Construction | Townhouse,163360.0
21-080171-000-00-RS,2022-02-09,4407 N VANCOUVER AVE,45.5551368,-122.6683215,1,New Construction | Townhouse,163360.0
21-080141-000-00-RS,2022-02-09,4405 N VANCOUVER AVE,45.5551368,-122.6683215,1,New Construction | Townhouse,163360.0
21-080114-000-00-RS,2022-02-09,4391 N VANCOUVER AVE,45.5549996,-122.6683202,1,New Construction | Townhouse,163360.0
21-080119-000-00-RS,2022-02-09,4389 N VANCOUVER AVE,45.5549996,-122.6683202,1,New Construction | Townhouse,163360.0
21-080121-000-00-RS,2022-02-09,4387 N VANCOUVER AVE,45.5549996,-122.6683202,1,New Construction | Townhouse,163360.0
21-080122-000-00-RS,2022-02-09,4385 N VANCOUVER AVE,45.5549996,-122.6683202,1,New Construction | Townhouse,163360.0
21-080124-000-00-RS,2022-02-09,4383 N VANCOUVER AVE,45.5549996,-122.6683202,1,New Construction | Townhouse,163360.0
21-067543-000-00-RS,2022-02-09,8450 N SEWARD AVE,45.5845787,-122.703117,1,New Construction | Single Family Dwelling,201258.0
21-067768-000-00-RS,2022-02-09,8454 N SEWARD AVE,45.5845787,-122.703117,1,New Construction | Single Family Dwelling,201770.0
18-280503-000-00-CO,2022-02-09,3727 SW HOOD AVE,45.4960579,-122.6742552,18,New Construction | Apartments/Condos,1130111.0
20-164886-000-00-RS,2022-02-10,3532 SE OAK ST - Unit B,45.5199639,-122.6276295,1,New Construction | Accessory Dwelling Unit | ADU,112383.0
21-044872-000-00-RS,2022-02-11,12061 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,106295.0
21-044873-000-00-RS,2022-02-11,12063 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-044874-000-00-RS,2022-02-11,12065 SE OAK ST,45.5199268,-122.5387262,1,New Construction | Townhouse,110474.0
21-065168-000-00-RS,2022-02-11,7385 SE 156TH AVE,45.4686875,-122.5025907,1,New Construction | Single Family Dwelling,422028.0
21-062646-000-00-RS,2022-02-11,1006 SE NEHALEM ST - Unit B,45.4655366,-122.6557986,1,New Construction | Accessory Dwelling Unit | ADU,107601.0
21-065122-000-00-RS,2022-02-11,7380 SE 156TH AVE,45.4688729,-122.502028,1,New Construction | Single Family Dwelling,392262.0
21-006311-000-00-CO,2022-02-11,14998 SE STARK ST,45.5187367,-122.5091014,1,Addition | Apartments/Condos,35000.0
21-001826-000-00-CO,2022-02-11,14998 SE STARK ST,45.5187367,-122.5091014,4,Alteration | Apartments/Condos,100000.0
21-065229-000-00-RS,2022-02-14,7390 SE 156TH AVE,45.4687028,-122.5020298,1,New Construction | Single Family Dwelling,406060.0
21-060574-000-00-RS,2022-02-14,7305 SW 26TH AVE,45.471409,-122.7040098,1,New Construction | Single Family Dwelling,421478.0
21-078033-000-00-RS,2022-02-14,15598 SE FLAVEL CT,45.4681699,-122.5025335,1,New Construction | Single Family Dwelling,427412.0
21-026820-000-00-CO,2022-02-14,4712 N WILLIAMS AVE,45.5571949,-122.6664084,13,New Construction | Apartments/Condos,890325.0
18-172417-REV-01-CO,2022-02-14,4064 N MISSISSIPPI AVE,45.5530775,-122.6752331,4,New Construction | Apartments/Condos,20368.0
20-174635-000-00-RS,2022-02-14,4745 SW MAPLEWOOD RD - Unit B,45.470337,-122.7253028,1,Alteration | Single Family Dwelling | ADU,14287.0
19-255639-000-00-CO,2022-02-16,121 N GOING ST,45.5566213,-122.66773,6,New Construction | Apartments/Condos,744554.0
20-174303-000-00-RS,2022-02-16,4420 SW 58TH AVE,45.4912969,-122.7365824,1,New Construction | Single Family Dwelling,539531.0
21-057471-000-00-RS,2022-02-16,15557 SE YAMHILL ST - Unit B,45.5162358,-122.5030616,1,New Construction | Accessory Dwelling Unit | ADU,113789.0
21-057462-000-00-RS,2022-02-16,15557 SE YAMHILL ST,45.5162358,-122.5030616,1,New Construction | Single Family Dwelling,349061.0
19-157480-000-00-RS,2022-02-16,9762 SW 34TH PL,45.454308,-122.711249,1,New Construction | Townhouse,194051.0
19-157481-000-00-RS,2022-02-16,9760 SW 34TH PL,45.454308,-122.711249,1,New Construction | Townhouse,177372.0
19-157479-000-00-RS,2022-02-16,9764 SW 34TH PL,45.454308,-122.711249,1,New Construction | Townhouse,194051.0
21-026817-000-00-MI,2022-02-16,14110 NE SISKIYOU CT - Unit B,45.5449167,-122.5174816,1,New Construction | Accessory Dwelling Unit | ADU,16459.0
21-082314-000-00-MI,2022-02-16,18 NE 74TH AVE - Unit B,45.523129,-122.5865436,1,New Construction | Accessory Dwelling Unit | ADU,35000.0
19-258378-000-00-CO,2022-02-16,1610 SE CESAR E CHAVEZ BLVD,45.5113395,-122.6223544,47,New Construction | Apartments/Condos,3244000.0
21-033957-000-00-RS,2022-02-18,5246 NE HALSEY ST,45.5335029,-122.6092153,1,New Construction | Single Family Dwelling,414994.0
21-047199-000-00-CO,2022-02-18,12475 SE POWELL BLVD,45.4979608,-122.5344579,91,New Construction | Apartments/Condos,12909895.0
21-047201-000-00-CO,2022-02-18,12485 SE POWELL BLVD,45.4979608,-122.5344579,78,New Construction | Apartments/Condos,15093125.0
20-148272-000-00-CO,2022-02-18,6841 N MONTANA AVE,45.5724425,-122.6801362,6,New Construction | Apartments/Condos,450000.0
20-148307-000-00-CO,2022-02-18,6845 N MONTANA AVE,45.5724425,-122.6801362,6,New Construction | Apartments/Condos,450000.0
21-062482-000-00-RS,2022-02-22,8236 NW THOMPSON RD,45.5429641,-122.7615424,1,New Construction | Single Family Dwelling,534864.0
21-094942-000-00-RS,2022-02-22,4742 N SYRACUSE ST - Unit B,45.5770336,-122.7188227,1,Alteration | Accessory Dwelling Unit | ADU,90000.0
21-079500-000-00-RS,2022-02-22,4807 NE 10TH AVE - Unit B,45.5574468,-122.6559279,1,Alteration | Single Family Dwelling | ADU,16802.0
21-107013-000-00-RS,2022-02-22,1804 NW 34TH AVE - UNIT B,45.5353973,-122.7164496,1,Addition | Single Family Dwelling | ADU,48533.0
21-064554-000-00-RS,2022-02-22,9710 NW SKYLINE BLVD,45.5947711,-122.8162797,1,New Construction | Single Family Dwelling,243601.0
21-110380-000-00-RS,2022-02-22,4612 NE 18TH AVE,45.556624,-122.6465275,1,Addition | Single Family Dwelling,69644.0
21-062386-000-00-RS,2022-02-24,7317 SW 26TH AVE,45.471409,-122.7040098,1,New Construction | Single Family Dwelling,415471.0
21-057345-000-00-RS,2022-02-24,8407 SW 19TH AVE,45.4639039,-122.6976245,1,New Construction | Townhouse,106295.0
21-057350-000-00-RS,2022-02-24,8409 SW 19TH AVE,45.4639039,-122.6976245,1,New Construction | Townhouse,118439.0
21-057352-000-00-RS,2022-02-24,8411 SW 19TH AVE,45.4639039,-122.6976245,1,New Construction | Townhouse,118439.0
21-057354-000-00-RS,2022-02-24,8413 SW 19TH AVE,45.4639039,-122.6976245,1,New Construction | Townhouse,118439.0
21-057356-000-00-RS,2022-02-24,8417 SW 19TH AVE,45.4639039,-122.6976245,1,New Construction | Townhouse,117917.0
21-057347-000-00-RS,2022-02-24,8405 SW 19TH AVE,45.4639039,-122.6976245,1,New Construction | Townhouse,119745.0
21-107867-000-00-CO,2022-02-24,2351 NE 51ST AVE,45.5395126,-122.6112423,6,Alteration | Apartments/Condos,500000.0
21-086092-000-00-MI,2022-02-25,1126 NE LENORE ST - Unit B,45.56979,-122.6534555,1,New Construction | Accessory Dwelling Unit | ADU,35000.0
21-088257-000-00-RS,2022-02-25,5242 SE BYBEE BLVD - Unit B,45.4724074,-122.6087922,1,New Construction | Accessory Dwelling Unit | ADU,116191.0
21-088250-000-00-RS,2022-02-25,5242 SE BYBEE BLVD,45.4724074,-122.6087922,1,New Construction | Single Family Dwelling,329927.0
21-117866-000-00-RS,2022-02-25,3734 SE 26TH AVE - UNIT B,45.4954987,-122.6393062,1,Alteration | Single Family Dwelling | ADU,38566.0
20-223084-000-00-RS,2022-02-25,25 NE 128TH AVE - Unit B,45.5229381,-122.5319768,1,New Construction | Accessory Dwelling Unit | ADU,91600.0
21-105297-000-00-RS,2022-03-01,5836 N DELAWARE AVE - UNIT B,45.5656666,-122.6922112,1,New Construction | Accessory Dwelling Unit | ADU,104885.0
21-015699-000-00-RS,2022-03-01,9752 N HODGE AVE,45.5934068,-122.7197252,1,New Construction | Single Family Dwelling,204470.0
21-015736-000-00-RS,2022-03-01,9742 N HODGE AVE,45.5932201,-122.7197296,1,New Construction | Single Family Dwelling,214222.0
21-015763-000-00-RS,2022-03-01,9748 N HODGE AVE,45.5933217,-122.7197258,1,New Construction | Single Family Dwelling,214222.0
