permit_id,issue_date,address,latitude,longitude,units,work_description,valuation
20-211643-000-00-RS,2022-11-15,4607 N CAMPBELL AVE,45.5565559,-122.6865439,1,New Construction | Single Family Dwelling,269738.0
20-211633-000-00-RS,2022-11-15,4611 N CAMPBELL AVE,45.5565559,-122.6865439,2,New Construction | Duplex,539475.0
21-065939-000-00-RS,2022-11-15,4431 SE UMATILLA ST,45.4638555,-122.6168383,1,New Construction | Single Family Dwelling,240964.0
21-065817-000-00-RS,2022-11-15,4435 SE UMATILLA ST,45.4638573,-122.6167409,1,New Construction | Single Family Dwelling,240964.0
22-135820-000-00-RS,2022-11-15,1600 NE 137TH AVE - UNIT B,45.5346518,-122.5216217,1,New Construction | Accessory Dwelling Unit | ADU,73020.0
22-133510-000-00-RS,2022-11-15,14 NE 58TH AVE - UNIT B,45.5231723,-122.6040269,1,New Construction | Accessory Dwelling Unit | ADU,124919.0
22-125004-000-00-RS,2022-11-15,3926 SE GLADSTONE ST,45.4930267,-122.6218575,1,New Construction | Townhouse,122680.0
22-130878-000-00-RS,2022-11-15,7830 SE 160TH AVE,45.4661727,-122.4984393,2,New Construction | Duplex,439639.0
22-125226-000-00-RS,2022-11-15,3938 SE GLADSTONE ST,45.4930267,-122.6218575,1,New Construction | Townhouse,122680.0
22-159399-000-00-RS,2022-11-17,5815 SE SCHILLER ST - UNIT C,45.4882128,-122.603446,1,New Construction | Accessory Dwelling Unit | ADU,127041.0
22-159390-000-00-RS,2022-11-17,5815 SE SCHILLER ST - UNIT B,45.4882128,-122.603446,1,New Construction | Accessory Dwelling Unit | ADU,133839.0
22-159539-000-00-RS,2022-11-17,5825 SE SCHILLER ST - UNIT C,45.4882128,-122.603446,1,New Construction | Accessory Dwelling Unit | ADU,134594.0
22-159537-000-00-RS,2022-11-17,5825 SE SCHILLER ST - UNIT B,45.4882128,-122.603446,1,New Construction | Accessory Dwelling Unit | ADU,135320.0
22-151249-000-00-RS,2022-11-17,327 S IDAHO ST,45.4767793,-122.6753388,2,New Construction | Duplex,346004.0
22-135763-000-00-RS,2022-11-17,610 NE RUSSELL ST,45.5410067,-122.6593054,2,New Construction | Duplex,251950.0
22-135775-000-00-RS,2022-11-17,602 NE RUSSELL ST,45.5410067,-122.6593054,2,New Construction | Duplex,251950.0
22-173006-000-00-RS,2022-11-18,2946 NE 64TH AVE - UNIT B,45.5443728,-122.5970819,1,Alteration | Single Family Dwelling | ADU,165000.0
22-153989-000-00-RS,2022-11-21,7360 SE 156TH AVE,45.4691862,-122.502156,1,New Construction | Single Family Dwelling,420645.0
22-154489-000-00-RS,2022-11-21,15555 SE FLAVEL ST,45.4691785,-122.5029121,1,New Construction | Single Family Dwelling,413967.0
22-138524-000-00-CO,2022-11-21,540 NE 99TH AVE,45.5266469,-122.5617311,105,New Construction | Apartments/Condos,26258811.0
22-125216-000-00-RS,2022-11-22,3936 SE GLADSTONE ST,45.4930267,-122.6218575,1,New Construction | Townhouse,122680.0
22-125207-000-00-RS,2022-11-22,3934 SE GLADSTONE ST,45.4930267,-122.6218575,1,New Construction | Townhouse,122680.0
22-125041-000-00-RS,2022-11-22,3930 SE GLADSTONE ST,45.4930267,-122.6218575,1,New Construction | Townhouse,122680.0
20-165313-000-00-RS,2022-11-22,1521 SW SKYLINE BLVD,45.5123893,-122.7320043,1,New Construction | Single Family Dwelling,377067.0
22-130912-000-00-RS,2022-11-22,5303 SE 89TH AVE - UNIT B,45.4845258,-122.5712757,1,New Construction | Accessory Dwelling Unit | ADU,92943.0
22-108067-000-00-RS,2022-11-22,7745 SE LAMBERT ST,45.4670175,-122.5834776,1,New Construction | Single Family Dwelling,322082.0
20-180604-000-00-CO,2022-11-22,7110 N GREENWICH AVE,45.5746257,-122.6829235,19,New Construction | Apartments/Condos,1800000.0
22-125201-000-00-RS,2022-11-22,3932 SE GLADSTONE ST,45.4930267,-122.6218575,1,New Construction | Townhouse,122680.0
22-161333-000-00-RS,2022-11-23,2304 N TERRY ST,45.5796236,-122.6903361,1,Addition | Single Family Dwelling,28944.0
22-130625-000-00-CO,2022-11-23,1985 NW SAVIER ST,45.5352168,-122.692101,151,New Construction | Apartments/Condos,30780912.0
22-126144-000-00-RS,2022-11-28,9036 N SYRACUSE ST - UNIT B,45.5918846,-122.7593001,1,Addition | Single Family Dwelling | ADU,100000.0
22-203726-000-00-RS,2022-11-28,11936 NW MCNAMEE RD,45.6096,-122.8286995,1,New Construction | Single Family Dwelling,796584.0
21-016944-000-00-CO,2022-11-29,232 NE 61ST AVE,45.5247594,-122.6005065,15,New Construction | Apartments/Condos,1300000.0
22-103629-000-00-RS,2022-11-29,9340 N POLK AVE - UNIT B,45.5935717,-122.742629,1,Addition | Single Family Dwelling | ADU,17411.0
22-159889-000-00-RS,2022-11-30,8735 SE INSLEY ST,45.4837205,-122.5728728,1,New Construction | Townhouse,190396.0
22-159904-000-00-RS,2022-11-30,8737 SE INSLEY ST,45.4837205,-122.5728728,1,New Construction | Townhouse,190396.0
22-201903-000-00-RS,2022-11-30,737 SW MOSS ST,45.4676627,-122.6868516,1,Addition | Single Family Dwelling,18600.0
21-052014-000-00-CO,2022-11-30,9050 NE HOYT ST,45.5268651,-122.5705018,12,New Construction | Apartments/Condos,787893.0
22-124879-000-00-RS,2022-12-01,5424 SE 88TH AVE - UNIT B,45.4831387,-122.5719701,1,New Construction | Accessory Dwelling Unit | ADU,100953.0
22-175227-000-00-RS,2022-12-02,5401 SE 44TH AVE - UNIT B,45.4835977,-122.6179404,1,Addition | Accessory Dwelling Unit | ADU,175000.0
22-130045-000-00-RS,2022-12-02,SW PENDLETON ST,45.4815156,-122.7268327,1,New Construction | Single Family Dwelling,510141.0
22-129939-000-00-RS,2022-12-02,SW PENDLETON ST,45.4815208,-122.7264233,1,New Construction | Single Family Dwelling,404278.0
22-115840-000-00-RS,2022-12-05,6786 N MCKENNA AVE,45.5780301,-122.732544,2,New Construction | Townhouse,167539.0
22-115824-000-00-RS,2022-12-05,6790 N MCKENNA AVE,45.5780301,-122.732544,1,New Construction | Townhouse,167539.0
22-115813-000-00-RS,2022-12-05,6794 N MCKENNA AVE,45.5780301,-122.732544,1,New Construction | Townhouse,167539.0
21-106029-000-00-CO,2022-12-05,9060 NE HOYT ST,45.5268651,-122.5705018,12,New Construction | Apartments/Condos,864996.0
21-110264-000-00-RS,2022-12-08,6925 SE 18TH AVE - UNIT B,45.4739808,-122.6470599,1,New Construction | Accessory Dwelling Unit | ADU,74872.0
22-131061-000-00-RS,2022-12-08,520 NE 74TH AVE - UNIT B,45.526899,-122.586526,1,New Construction | Accessory Dwelling Unit | ADU,107720.0
21-087403-000-00-CO,2022-12-08,3260 SE MILWAUKIE AVE,45.499916,-122.6536935,120,New Construction | Apartments/Condos,20000000.0
22-167879-000-00-RS,2022-12-09,6834 N SENECA ST,45.5914637,-122.7339287,2,New Construction | Duplex,512952.0
22-131048-000-00-RS,2022-12-09,522 NE 74TH AVE,45.526899,-122.586526,2,New Construction | Duplex | ADU,447822.0
22-141601-000-00-RS,2022-12-09,N CENTRAL ST,45.5901645,-122.745136,1,New Construction | Single Family Dwelling,324735.0
20-212156-000-00-CO,2022-12-12,11 SE 57TH AVE,45.5226632,-122.6054599,78,New Construction | Apartments/Condos,5280000.0
21-074013-000-00-RS,2022-12-13,1676 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,126829.0
21-074018-000-00-RS,2022-12-13,1678 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,162248.0
21-074023-000-00-RS,2022-12-13,1680 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,126829.0
21-074027-000-00-RS,2022-12-13,1682 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,162248.0
21-074031-000-00-RS,2022-12-13,1686 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,162248.0
21-074036-000-00-RS,2022-12-13,1688 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,126829.0
21-074038-000-00-RS,2022-12-13,1690 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,162248.0
22-101855-000-00-RS,2022-12-13,1916 SE 20TH AVE - UNIT B,45.509446,-122.6448302,1,Alteration | Accessory Dwelling Unit | ADU,44660.0
22-178844-000-00-RS,2022-12-13,4338 SE MAIN ST - UNIT B,45.5133629,-122.6176691,1,Alteration | Single Family Dwelling | ADU,50000.0
22-116385-000-00-RS,2022-12-14,5882 N HARVARD ST,45.5779545,-122.7323417,1,New Construction | Townhouse,176679.0
22-116397-000-00-RS,2022-12-14,5878 N HARVARD ST,45.5779545,-122.7323417,1,New Construction | Townhouse,176679.0
22-116428-000-00-RS,2022-12-14,5874 N HARVARD ST,45.5779545,-122.7323417,1,New Construction | Townhouse,176679.0
22-116435-000-00-RS,2022-12-14,5870 N HARVARD ST,45.5779545,-122.7323417,1,New Construction | Townhouse,121573.0
22-152115-000-00-RS,2022-12-14,1017 NE WYGANT ST - UNIT C,45.5575018,-122.6553363,1,New Construction | Accessory Dwelling Unit | ADU,115565.0
21-074012-000-00-RS,2022-12-14,1674 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,162248.0
21-074029-000-00-RS,2022-12-14,1684 SE LAMBERT ST,45.4681138,-122.6475557,1,New Construction | Townhouse,126829.0
22-176637-000-00-RS,2022-12-14,1635 SE MORRISON ST - UNIT B,45.5174106,-122.6488035,1,Alteration | Single Family Dwelling | ADU,50000.0
22-112330-000-00-RS,2022-12-15,5879 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,114391.0
22-112317-000-00-RS,2022-12-15,5877 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112311-000-00-RS,2022-12-15,5875 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112247-000-00-RS,2022-12-15,5867 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112238-000-00-RS,2022-12-15,5865 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,114391.0
22-112234-000-00-RS,2022-12-15,5863 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,114391.0
22-112228-000-00-RS,2022-12-15,5861 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112225-000-00-RS,2022-12-15,5859 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111779.0
22-112263-000-00-RS,2022-12-15,5873 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112257-000-00-RS,2022-12-15,5871 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112253-000-00-RS,2022-12-15,5869 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,111649.0
22-112222-000-00-RS,2022-12-15,5857 NE PRESCOTT ST,45.5558204,-122.6021132,1,New Construction | Townhouse,113085.0
22-179337-000-00-RS,2022-12-15,936 N WEBSTER ST - UNIT B,45.559503,-122.6768308,1,New Construction | Accessory Dwelling Unit | ADU,67589.0
21-017895-000-00-RS,2022-12-16,4846 SE 64TH AVE,45.4875549,-122.5966619,1,New Construction | Single Family Dwelling,181458.0
20-210934-000-00-CO,2022-12-16,4775 NE 107TH AVE,45.557901,-122.5530173,16,New Construction | Apartments/Condos,1314880.0
22-190075-000-00-RS,2022-12-19,2747 NW CORNELL RD - Unit B,45.5322941,-122.7077595,1,Alteration | Single Family Dwelling | ADU,150000.0
22-125242-000-00-RS,2022-12-19,3603 SE WASHINGTON ST - UNIT B,45.5188099,-122.6269813,1,New Construction | Accessory Dwelling Unit | ADU,92302.0
22-125374-000-00-RS,2022-12-19,11574 SE BROOKLYN ST - UNIT C,45.5001207,-122.543844,1,Alteration | Single Family Dwelling | ADU,24680.0
22-140023-000-00-RS,2022-12-20,2170 NE SARATOGA ST,45.5723521,-122.6440834,1,New Construction | Single Family Dwelling,329663.0
22-156807-000-00-RS,2022-12-21,SE WOODWARD ST,45.5021574,-122.6212661,1,New Construction | Single Family Dwelling,334333.0
22-134462-000-00-RS,2022-12-21,405 SE 84TH AVE - UNIT B,45.5196875,-122.5773626,1,New Construction | Accessory Dwelling Unit | ADU,115867.0
22-130630-000-00-CO,2022-12-21,1988 NW SAVIER ST,45.5345936,-122.6919793,213,New Construction | Apartments/Condos,33887349.0
22-161491-000-00-RS,2022-12-21,1924 SE SPOKANE ST - UNIT B,45.4648161,-122.6444639,1,New Construction | Accessory Dwelling Unit | ADU,117890.0
22-151969-000-00-RS,2022-12-21,216 NE 31ST AVE - UNIT B,45.5246127,-122.6328973,1,Addition | Single Family Dwelling | ADU,108625.0
22-136914-000-00-RS,2022-12-22,SW PENDLETON ST,45.4815196,-122.7266261,1,New Construction | Single Family Dwelling,498077.0
22-199784-000-00-RS,2022-12-22,213 NE 78TH AVE,45.5241647,-122.5838963,1,Addition | Single Family Dwelling,7282.0
21-073047-000-00-RS,2022-12-22,4224 NE 9TH AVE - Unit B,45.5542561,-122.6563612,1,New Construction | Accessory Dwelling Unit | ADU,51972.0
22-126125-000-00-RS,2022-12-27,617 SW LOBELIA ST,45.4613802,-122.685526,2,New Construction | Townhouse | ADU,377333.0
22-179323-000-00-RS,2022-12-28,404 SE 83RD AVE - UNIT C,45.5196914,-122.5777531,2,New Construction | Accessory Dwelling Unit | ADU,173197.0
22-160028-000-00-RS,2022-12-28,5571 SE 56TH AVE,45.4825153,-122.6063826,1,New Construction | Townhouse,159166.0
22-160050-000-00-RS,2022-12-28,5575 SE 56TH AVE,45.4825153,-122.6063826,1,New Construction | Townhouse,159166.0
22-160046-000-00-RS,2022-12-28,5573 SE 56TH AVE,45.4825153,-122.6063826,1,New Construction | Townhouse,159166.0
22-100625-000-00-RS,2022-12-28,6307 SE 45TH AVE - UNIT B,45.4768667,-122.6167965,1,New Construction | Accessory Dwelling Unit | ADU,57718.0
22-100483-000-00-RS,2022-12-28,6307 SE 45TH AVE - UNIT A,45.4768667,-122.6167965,1,New Construction | Single Family Dwelling,310350.0
21-109502-000-00-RS,2022-12-29,2721 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,62288.0
21-109500-000-00-RS,2022-12-29,2723 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,62811.0
21-109497-000-00-RS,2022-12-29,2725 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,106817.0
21-109493-000-00-RS,2022-12-29,2729 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,106817.0
21-109478-000-00-RS,2022-12-29,2739 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,108972.0
21-109489-000-00-RS,2022-12-29,2733 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,106817.0
21-109485-000-00-RS,2022-12-29,2737 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,108785.0
21-109490-000-00-RS,2022-12-29,2731 SE 50TH AVE,45.5030399,-122.6113419,1,New Construction | Townhouse,106948.0
21-019205-000-00-RS,2022-12-29,5960 SE TIBBETTS ST - Unit B,45.5001727,-122.6002722,1,Alteration | Accessory Dwelling Unit | ADU,26982.0
22-126119-000-00-RS,2022-12-29,623 SW LOBELIA ST,45.4613802,-122.685526,2,New Construction | Townhouse | ADU,377333.0
22-182628-000-00-RS,2022-12-29,6935 SE LEXINGTON ST - Unit B,45.4666502,-122.5916016,1,New Construction | Accessory Dwelling Unit | ADU,120695.0
22-182637-000-00-RS,2022-12-29,6935 SE LEXINGTON ST - UNIT C,45.4666502,-122.5916016,1,New Construction | Accessory Dwelling Unit | ADU,120695.0
22-126681-000-00-RS,2022-12-30,6525 SE PINE ST - UNIT A,45.5205003,-122.5956069,2,New Construction | Single Family Dwelling | ADU,458464.0
21-108619-000-00-RS,2022-12-30,3215 SW SHERWOOD PL,45.5002627,-122.6998232,1,New Construction | Single Family Dwelling,506396.0
22-156969-000-00-RS,2023-01-03,6355 N HOUGHTON ST - UNIT B,45.5866512,-122.73125,2,New Construction | Single Family Dwelling | ADU,450999.0
22-162754-000-00-RS,2023-01-03,3060 SW MARICARA ST,45.4488025,-122.7084777,1,New Construction | Single Family Dwelling,555120.0
22-140685-000-00-RS,2023-01-03,5090 NE 27TH AVE - UNIT C,45.5597341,-122.6376037,2,New Construction | Accessory Dwelling Unit | ADU,116362.0
22-165755-000-00-RS,2023-01-03,7172 N RENO AVE,45.5968161,-122.7639912,1,New Construction | Townhouse,149812.0
22-165750-000-00-RS,2023-01-03,7176 N RENO AVE,45.5968161,-122.7639912,1,New Construction | Townhouse,152075.0
22-165744-000-00-RS,2023-01-03,7180 N RENO AVE,45.5968161,-122.7639912,1,New Construction | Townhouse,152075.0
22-165739-000-00-RS,2023-01-03,9890 N SYRACUSE ST,45.5968161,-122.7639912,1,New Construction | Townhouse,156299.0
22-156119-000-00-RS,2023-01-03,2475 NW BIRKENDENE ST,45.5418939,-122.7737874,1,New Construction | Single Family Dwelling,538208.0
22-140646-000-00-RS,2023-01-04,5090 NE 27TH AVE - UNIT B,45.5597341,-122.6376037,2,New Construction | Single Family Dwelling | ADU,327233.0
22-168236-000-00-RS,2023-01-05,7008 NE 10TH AVE,45.574108,-122.6543617,1,New Construction | Townhouse,131104.0
22-168244-000-00-RS,2023-01-05,7012 NE 10TH AVE,45.574108,-122.6543617,1,New Construction | Townhouse,123410.0
22-168252-000-00-RS,2023-01-05,7014 NE 10TH AVE,45.574108,-122.6543617,1,New Construction | Townhouse,128992.0
22-162808-000-00-RS,2023-01-05,2616 N TERRY ST,45.5796351,-122.6939075,1,New Construction | Single Family Dwelling,313614.0
20-213134-000-00-CO,2023-01-05,10985 E BURNSIDE ST,45.5228438,-122.5497982,29,New Construction | Apartments/Condos,1500000.0
18-246362-000-00-RS,2023-01-06,12072 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246361-000-00-RS,2023-01-06,12074 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246359-000-00-RS,2023-01-06,12076 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246355-000-00-RS,2023-01-06,12080 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246356-000-00-RS,2023-01-06,12078 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246354-000-00-RS,2023-01-06,12082 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246352-000-00-RS,2023-01-06,12084 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246351-000-00-RS,2023-01-06,12086 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246349-000-00-RS,2023-01-06,12090 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246350-000-00-RS,2023-01-06,12088 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246346-000-00-RS,2023-01-06,12094 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246347-000-00-RS,2023-01-06,12092 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
18-246340-000-00-RS,2023-01-06,12096 SE HAROLD ST,45.4826859,-122.538872,1,New Construction | Townhouse,175483.0
22-138812-000-00-RS,2023-01-06,1820 N KILPATRICK ST - UNIT B,45.5821784,-122.6852616,1,Addition | Accessory Dwelling Unit | ADU,37717.0
21-052753-000-00-RS,2023-01-06,6063 NE SIMPSON ST,45.5654745,-122.6000414,1,New Construction | Townhouse,98721.0
21-052748-000-00-RS,2023-01-06,6067 NE SIMPSON ST,45.5654745,-122.6000414,1,New Construction | Townhouse,156700.0
21-092336-000-00-RS,2023-01-06,6371 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-092246-000-00-RS,2023-01-06,6367 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-092245-000-00-RS,2023-01-06,6365 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-092243-000-00-RS,2023-01-06,6361 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-069996-000-00-RS,2023-01-06,825 N FAILING ST,45.5509951,-122.6747941,1,New Construction | Townhouse,98199.0
21-070002-000-00-RS,2023-01-06,809 N FAILING ST,45.5509951,-122.6747941,1,New Construction | Townhouse,98199.0
21-069999-000-00-RS,2023-01-06,819 N FAILING ST,45.5509951,-122.6747941,1,New Construction | Townhouse,98199.0
21-070000-000-00-RS,2023-01-06,813 N FAILING ST,45.5509951,-122.6747941,1,New Construction | Townhouse,98199.0
21-070003-000-00-RS,2023-01-06,805 N FAILING ST,45.5509951,-122.6747941,1,New Construction | Townhouse,98068.0
21-069435-000-00-RS,2023-01-06,831 N FAILING ST,45.5509951,-122.6747941,1,New Construction | Townhouse,98068.0
22-153020-000-00-RS,2023-01-09,7032 NE SISKIYOU ST - UNIT A,45.545071,-122.5902279,1,New Construction | Single Family Dwelling,288518.0
21-052754-000-00-RS,2023-01-09,6061 NE SIMPSON ST,45.5654745,-122.6000414,1,New Construction | Townhouse,98721.0
21-103656-000-00-RS,2023-01-09,4603 NE WISTARIA DR - UNIT B,45.5417525,-122.6158039,1,New Construction | Accessory Dwelling Unit | ADU,65945.0
22-207869-000-00-RS,2023-01-10,9330 SE HOLGATE BLVD,45.4897694,-122.5672814,1,New Construction | Single Family Dwelling,152075.0
21-092305-000-00-RS,2023-01-10,6395 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
20-122714-000-00-CO,2023-01-10,6307 N MONTANA AVE,45.5685735,-122.6804523,18,New Construction | Apartments/Condos,1300000.0
21-114129-000-00-RS,2023-01-11,3220 SE 120TH AVE - UNIT B,45.4988029,-122.5394154,2,New Construction | Single Family Dwelling | ADU,305096.0
21-068576-000-00-RS,2023-01-12,9240 SW 52ND AVE,45.4583443,-122.7300966,1,New Construction | Single Family Dwelling,347294.0
21-092312-000-00-RS,2023-01-12,6393 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-092302-000-00-RS,2023-01-12,6397 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-092300-000-00-RS,2023-01-12,6399 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
22-172708-000-00-RS,2023-01-12,2147 SE YAMHILL ST - UNIT B,45.515965,-122.6434998,1,New Construction | Accessory Dwelling Unit | ADU,108022.0
21-092338-000-00-RS,2023-01-13,6373 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,150242.0
21-092316-000-00-RS,2023-01-13,6391 E BURNSIDE ST,45.5233981,-122.5978333,1,New Construction | Townhouse,148414.0
22-171301-000-00-RS,2023-01-17,1406 SE NEHALEM ST - UNIT B,45.4655342,-122.6518331,1,Addition | Single Family Dwelling | ADU,400000.0
22-191795-000-00-RS,2023-01-17,2711 SW MITCHELL ST - UNIT B,45.4871937,-122.7047275,1,Alteration | Single Family Dwelling | ADU,4627.0
21-072336-000-00-RS,2023-01-17,8222 SW 46TH AVE,45.46502,-122.7238663,1,New Construction | Single Family Dwelling,268820.0
21-072343-000-00-RS,2023-01-17,8214 SW 46TH AVE,45.4651572,-122.7238639,1,New Construction | Single Family Dwelling,268820.0
21-072309-000-00-RS,2023-01-17,8210 SW 46TH AVE,45.46502,-122.7238663,1,New Construction | Single Family Dwelling,268820.0
21-072665-000-00-RS,2023-01-17,8228 SW 46TH AVE,45.4649514,-122.7238675,1,New Construction | Single Family Dwelling,266769.0
22-160062-000-00-RS,2023-01-17,5074 SE REEDWAY ST,45.481145,-122.6101852,1,New Construction | Townhouse,132161.0
21-072659-000-00-RS,2023-01-17,8234 SW 46TH AVE,45.4648828,-122.7238688,1,New Construction | Single Family Dwelling,266769.0
22-160056-000-00-RS,2023-01-17,5072 SE REEDWAY ST,45.481145,-122.6101852,1,New Construction | Townhouse,132161.0
22-160048-000-00-RS,2023-01-17,5070 SE REEDWAY ST,45.481145,-122.6101852,1,New Construction | Townhouse,152226.0
21-072664-000-00-RS,2023-01-17,8240 SW 46TH AVE,45.4648142,-122.72387,1,New Construction | Single Family Dwelling,266769.0
22-156780-000-00-CO,2023-01-17,5480 NE 36TH AVE,45.5625835,-122.6262749,15,New Construction | Apartments/Condos,1500000.0
22-104279-000-00-RS,2023-01-17,5833 SE 41ST AVE - UNIT C,45.4801235,-122.6209544,1,New Construction | Accessory Dwelling Unit | ADU,108826.0
22-104288-000-00-RS,2023-01-17,5833 SE 41ST AVE - UNIT B,45.4801235,-122.6209544,1,New Construction | Accessory Dwelling Unit | ADU,106518.0
22-112277-000-00-CO,2023-01-17,3591 N MICHIGAN AVE,45.5488965,-122.6769511,6,New Construction | Apartments/Condos,725368.0
22-114027-000-00-RS,2023-01-18,4633 SE 35TH AVE - UNIT C,45.4893175,-122.6286623,2,New Construction | Accessory Dwelling Unit | ADU,168453.0
22-147845-000-00-RS,2023-01-18,4619 NE 26TH AVE,45.5566503,-122.6392293,1,New Construction | Townhouse,200655.0
22-189157-000-00-RS,2023-01-18,817 SE BIDWELL ST - UNIT B,45.468115,-122.6575888,1,New Construction | Accessory Dwelling Unit | ADU,72417.0
22-145264-000-00-RS,2023-01-18,817 SE BIDWELL ST - UNIT A,45.468115,-122.6575888,1,New Construction | Single Family Dwelling,394671.0
22-186646-000-00-RS,2023-01-19,9224 N VAN HOUTEN AVE - UNIT C,45.5895156,-122.7228867,1,New Construction | Accessory Dwelling Unit | ADU,120695.0
22-178941-000-00-RS,2023-01-19,4881 SE 63RD AVE,45.4874235,-122.5982992,1,New Construction | Townhouse,129294.0
22-178949-000-00-RS,2023-01-19,4879 SE 63RD AVE,45.4874235,-122.5982992,1,New Construction | Townhouse,124919.0
22-178950-000-00-RS,2023-01-19,4877 SE 63RD AVE,45.4874235,-122.5982992,1,New Construction | Townhouse,124919.0
22-178952-000-00-RS,2023-01-19,4875 SE 63RD AVE,45.4874235,-122.5982992,1,New Construction | Townhouse,124315.0
20-174265-000-00-CO,2023-01-19,1460 SE 51ST AVE,45.512313,-122.6101687,6,New Construction | Apartments/Condos,450000.0
22-147832-000-00-RS,2023-01-20,4621 NE 25TH AVE-26TH AVE ALY,45.5566503,-122.6392293,1,New Construction | Townhouse,200655.0
22-139666-000-00-RS,2023-01-20,8697 N BURRAGE AVE,45.5854817,-122.6954935,1,New Construction | Townhouse,121449.0
22-139639-000-00-RS,2023-01-20,8693 N BURRAGE AVE,45.5854817,-122.6954935,1,New Construction | Townhouse,119337.0
22-139605-000-00-RS,2023-01-20,8689 N BURRAGE AVE,45.5854817,-122.6954935,1,New Construction | Townhouse,119337.0
22-139551-000-00-RS,2023-01-20,8685 N BURRAGE AVE,45.5854817,-122.6954935,1,New Construction | Townhouse,126428.0
21-072984-000-00-RS,2023-01-20,7015 SE 16TH AVE - Unit B,45.4734181,-122.6503027,1,Addition | Accessory Dwelling Unit | ADU,67381.0
18-261126-000-00-CO,2023-01-20,715 SE 9TH AVE,45.5175915,-122.6570139,159,New Construction | Apartments/Condos,42100000.0
21-052738-000-00-RS,2023-01-23,6073 NE SIMPSON ST,45.5654745,-122.6000414,1,New Construction | Townhouse,67250.0
21-052741-000-00-RS,2023-01-23,6075 NE SIMPSON ST,45.5654745,-122.6000414,1,New Construction | Townhouse,76652.0
