area_id,area_name,area_type,county,year,age_group,sex,total_population,source_file,source_note
Clackamas County,Clackamas County,county,Clackamas,1990,0-4,female,9923.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,0-4,male,10252.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,10-14,female,10750.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,10-14,male,11372.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,15-19,female,9230.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,15-19,male,9982.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,20-24,female,7636.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,20-24,male,7886.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,25-29,female,9435.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,25-29,male,9153.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,30-34,female,11990.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,30-34,male,11338.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,35-39,female,13223.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,35-39,male,12610.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,40-44,female,13023.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,40-44,male,12576.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,45-49,female,9708.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,45-49,male,10026.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,5-9,female,10571.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,5-9,male,11155.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,50-54,female,7096.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,50-54,male,7221.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,55-59,female,5832.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,55-59,male,5737.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,60-64,female,5689.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,60-64,male,5258.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,65-69,female,5692.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,65-69,male,4874.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,70-74,female,4534.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,70-74,male,3639.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,75-79,female,3644.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,75-79,male,2590.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,80-84,female,2509.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,80-84,male,1427.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,85+,female,2367.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,1990,85+,male,914.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,0-4,female,10737.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,0-4,male,11170.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,10-14,female,12875.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,10-14,male,13642.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,15-19,female,11547.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,15-19,male,12569.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,20-24,female,9017.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,20-24,male,9673.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,25-29,female,9573.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,25-29,male,9665.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,30-34,female,10870.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,30-34,male,10815.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,35-39,female,13403.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,35-39,male,12888.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,40-44,female,15152.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,40-44,male,14644.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,45-49,female,15218.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,45-49,male,14665.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,5-9,female,11971.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,5-9,male,12706.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,50-54,female,13512.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,50-54,male,13169.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,55-59,female,9608.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,55-59,male,9752.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,60-64,female,6454.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,60-64,male,6364.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,65-69,female,5180.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,65-69,male,4692.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,70-74,female,4976.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,70-74,male,4075.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,75-79,female,4772.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,75-79,male,3403.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,80-84,female,3473.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,80-84,male,2062.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,85+,female,3396.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2000,85+,male,1535.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,0-4,female,10334.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,0-4,male,11162.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,10-14,female,13108.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,10-14,male,13759.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,15-19,female,12512.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,15-19,male,13462.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,20-24,female,9709.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,20-24,male,10252.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,25-29,female,10364.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,25-29,male,10546.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,30-34,female,11063.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,30-34,male,10940.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,35-39,female,11954.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,35-39,male,11664.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,40-44,female,13270.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,40-44,male,12861.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,45-49,female,14869.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,45-49,male,14266.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,5-9,female,11733.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,5-9,male,12204.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,50-54,female,15604.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,50-54,male,14976.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,55-59,female,15073.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,55-59,male,14284.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,60-64,female,12954.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,60-64,male,12201.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,65-69,female,8952.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,65-69,male,8442.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,70-74,female,6053.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,70-74,male,5398.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,75-79,female,4573.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,75-79,male,3629.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,80-84,female,4014.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,80-84,male,2724.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,85+,female,5347.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2010,85+,male,2543.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,0-4,female,10308.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,0-4,male,10928.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,10-14,female,13229.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,10-14,male,13897.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,15-19,female,12313.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,15-19,male,13179.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,20-24,female,11008.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,20-24,male,12008.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,25-29,female,12056.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,25-29,male,12733.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,30-34,female,12979.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,30-34,male,13067.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,35-39,female,14608.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,35-39,male,14732.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,40-44,female,14321.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,40-44,male,14450.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,45-49,female,13437.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,45-49,male,14076.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,5-9,female,11774.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,5-9,male,12661.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,50-54,female,13593.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,50-54,male,13866.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,55-59,female,14431.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,55-59,male,14246.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,60-64,female,14559.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,60-64,male,13926.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,65-69,female,13780.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,65-69,male,12684.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,70-74,female,11586.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,70-74,male,10335.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,75-79,female,7526.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,75-79,male,6506.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,80-84,female,4777.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,80-84,male,3709.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,85+,female,5802.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2020,85+,male,3102.0,age_sex_county_forecasts.xlsx,PSUPRC Estimate
Clackamas County,Clackamas County,county,Clackamas,2023,total,total,434554.25,clackamas_forecast_2024.xlsx,"PSU PRC Coordinated Forecast (Region 3, 2024)"
Clackamas County,Clackamas County,county,Clackamas,2024,total,total,438415.51,clackamas_forecast_2024.xlsx,"PSU PRC Coordinated Forecast (Region 3, 2024)"
Clackamas County,Clackamas County,county,Clackamas,2025,0-4,female,10008.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,0-4,male,10558.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,10-14,female,13312.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,10-14,male,14227.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,15-19,female,12805.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,15-19,male,13833.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,20-24,female,11177.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,20-24,male,11890.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,25-29,female,11580.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,25-29,male,12134.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,30-34,female,13474.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,30-34,male,13926.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,35-39,female,15182.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,35-39,male,15183.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,40-44,female,15902.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,40-44,male,16017.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,45-49,female,15150.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,45-49,male,15585.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,5-9,female,11533.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,5-9,male,12270.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,50-54,female,14016.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,50-54,male,14512.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,55-59,female,13793.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,55-59,male,14136.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,60-64,female,13674.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,60-64,male,13356.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,65-69,female,13954.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,65-69,male,12926.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,70-74,female,12933.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,70-74,male,11449.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,75-79,female,10413.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,75-79,male,8767.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,80-84,female,6852.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,80-84,male,5370.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,85+,female,6468.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,85+,male,3758.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2025,total,total,442120.79,clackamas_forecast_2024.xlsx,"PSU PRC Coordinated Forecast (Region 3, 2024)"
Clackamas County,Clackamas County,county,Clackamas,2026,0-4,female,9953.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,0-4,male,10477.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,10-14,female,13456.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,10-14,male,14369.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,15-19,female,13158.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,15-19,male,14239.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,20-24,female,11240.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,20-24,male,12025.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,25-29,female,11273.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,25-29,male,11719.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,30-34,female,13385.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,30-34,male,13921.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,35-39,female,15304.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,35-39,male,15315.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,40-44,female,16161.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,40-44,male,16191.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,45-49,female,15692.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,45-49,male,16130.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,5-9,female,11291.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,5-9,male,12013.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,50-54,female,14053.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,50-54,male,14539.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,55-59,female,13916.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,55-59,male,14355.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,60-64,female,13445.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,60-64,male,13262.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,65-69,female,13932.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,65-69,male,12944.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,70-74,female,13115.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,70-74,male,11630.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,75-79,female,10857.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,75-79,male,9097.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,80-84,female,7280.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
Clackamas County,Clackamas County,county,Clackamas,2026,80-84,male,5676.0,age_sex_county_forecasts.xlsx,PSUPRC Forecast
